question_id,answer
2,true
9,true
6,false
5,true
10,true
3,true
8,true
1,true
7,false
4,false
16,false
26,false
12,true
23,true
18,true
14,false
20,true
13,true
22,true
15,true
25,true
11,true
17,true
21,true
24,false
27,false
33,false
31,true
30,true
29,true
36,false
28,true
34,false
35,true
37,true
39,true
40,true
38,true
41,true
32,true
47,true
46,true
45,true
42,false
50,true
51,false
43,true
19,false
49,false
48,true
52,true
55,true
54,true
53,true
44,true
56,false
58,true
57,true
61,true
59,true
60,false
63,true
65,true
66,true
67,false
64,true
68,false
69,true
70,true
74,true
73,false
71,false
72,false
75,true
77,false
76,true
78,false
79,false
82,true
81,true
80,false
62,true
83,false
85,false
84,true
86,true
88,false
96,true
92,false
90,false
95,false
94,true
89,false
87,true
98,false
99,true
97,false
100,true
93,false
91,false
101,false
105,false
108,true
113,false
110,false
112,true
107,true
103,true
109,true
116,false
102,false
106,false
111,false
104,true
114,true
115,true
117,false
119,false
122,true
121,false
127,false
120,true
123,false
126,true
130,false
131,false
128,true
124,false
129,false
125,true
132,true
139,true
133,true
135,false
138,true
137,false
136,true
141,true
143,false
142,false
134,true
145,true
144,false
140,true
147,true
146,false
151,false
148,false
149,true
154,false
156,true
150,false
153,false
152,false
160,true
157,true
155,false
158,false
159,true
161,false
162,false
164,false
165,false
163,true
167,false
168,false
171,true
173,true
174,false
175,false
177,true
170,true
118,true
176,true
172,true
178,true
183,true
179,true
182,true
181,true
180,false
187,true
188,true
186,false
185,false
184,true
190,false
189,false
169,true
191,false
196,false
192,false
193,false
194,false
198,true
199,true
195,false
202,true
197,true
204,false
203,true
201,false
206,false
200,true
205,false
209,false
208,true
211,true
210,false
213,true
215,true
214,true
212,true
216,false
218,true
217,true
207,true
166,false
220,true
219,true
221,false
222,false
223,true
226,false
228,false
224,true
225,false
229,true
230,false
232,false
227,false
231,true
235,true
234,true
238,false
233,true
236,false
237,true
239,true
240,true
243,true
242,true
246,true
245,true
241,false
250,true
249,false
252,false
247,false
248,true
255,true
257,true
244,true
256,true
258,true
253,true
261,true
259,true
264,false
260,true
263,false
266,true
265,false
269,false
271,true
268,false
272,false
267,true
274,false
262,false
275,true
270,true
277,true
276,true
280,false
273,true
278,true
279,true
282,true
283,false
284,true
286,true
285,false
254,true
287,false
292,false
291,true
288,true
281,false
294,true
289,true
293,true
290,false
297,true
295,true
296,true
298,false
299,false
300,false
301,false
309,true
305,true
303,false
302,true
307,false
308,true
251,false
306,false
304,false
313,true
314,true
312,true
311,true
315,false
316,false
320,true
321,false
319,true
317,false
318,true
322,true
325,true
329,false
323,true
324,true
327,false
328,false
326,true
331,true
330,true
335,false
332,true
337,true
333,true
334,true
340,false
342,true
341,true
338,true
336,true
343,true
344,true
345,true
347,true
349,true
348,true
352,true
351,true
353,true
350,true
355,true
354,true
357,true
356,true
339,true
359,true
358,true
310,true
360,true
362,false
365,true
346,false
364,true
366,true
367,false
361,true
370,true
369,false
363,true
368,true
371,false
372,true
374,true
375,true
378,true
377,true
376,true
380,true
381,true
379,false
384,true
382,false
385,true
387,true
386,true
388,false
383,true
389,true
390,false
373,false
391,true
395,false
393,true
397,true
394,true
392,true
396,true
400,true
402,false
398,true
403,true
399,false
401,true
405,true
404,false
407,true
408,true
406,true
410,true
412,false
411,true
409,true
420,true
414,true
415,false
418,true
419,false
421,true
416,false
422,true
413,true
425,false
426,true
424,true
423,false
417,false
428,true
427,true
430,true
432,true
434,true
431,true
429,true
433,true
435,true
436,true
437,true
438,true
442,true
440,true
441,false
443,true
439,true
448,false
445,false
444,false
446,false
447,true
451,false
453,false
454,true
449,true
450,false
452,false
456,true
457,true
455,false
458,true
459,false
460,true
464,false
462,false
463,true
461,true
465,true
466,true
468,true
470,false
467,false
469,true
473,false
471,true
474,true
475,true
476,true
478,true
472,false
480,true
477,true
482,true
481,false
479,true
483,true
485,true
486,true
484,true
487,true
489,true
488,false
490,true
497,false
494,true
493,true
492,false
498,false
496,true
491,true
495,true
499,true
504,true
501,false
502,true
505,false
503,true
500,false
507,true
508,true
509,true
506,true
513,true
511,true
514,true
515,true
512,true
517,true
519,true
510,false
516,true
521,true
522,true
520,true
528,true
524,true
529,true
526,true
525,true
527,true
530,true
523,true
535,false
531,true
532,true
518,true
534,false
533,true
536,false
537,false
538,true
541,true
539,false
540,false
543,false
544,true
542,true
547,true
546,true
545,false
548,true
549,true
554,false
556,true
553,true
555,true
552,true
557,false
560,true
550,true
558,true
559,false
561,true
562,false
564,true
563,true
566,true
551,false
565,true
567,true
569,true
570,true
574,false
573,false
572,false
571,true
575,false
568,true
576,false
579,false
581,false
580,true
582,true
584,false
583,false
586,true
587,true
585,false
589,false
588,true
590,false
578,true
592,false
593,false
594,false
595,true
591,false
598,false
577,true
596,true
599,false
600,true
597,false
603,false
604,false
602,true
601,false
605,false
608,false
607,true
610,true
606,false
612,true
613,false
611,false
614,false
618,true
619,false
616,true
620,true
621,false
617,false
615,true
622,false
623,false
624,false
625,false
626,false
628,true
627,false
630,false
609,true
631,false
633,false
629,false
632,false
634,false
638,true
635,false
636,false
639,false
637,false
640,true
641,true
642,false
643,false
644,false
647,false
648,true
649,true
646,false
650,false
645,false
654,false
656,true
652,false
651,false
653,false
655,false
658,false
659,false
660,false
657,false
661,false
663,false
664,true
665,true
662,true
668,true
666,false
671,false
670,false
669,true
667,false
673,false
672,false
674,true
675,true
677,false
678,false
680,true
676,true
679,false
682,false
681,false
683,true
686,false
687,false
690,false
689,false
684,false
691,false
692,false
688,false
685,false
694,true
695,false
697,false
698,false
693,true
699,true
700,false
703,true
696,false
702,true
701,false
706,false
704,false
705,true
709,false
707,true
710,true
708,true
711,false
712,true
714,false
717,false
716,true
713,false
721,false
715,true
718,true
722,false
723,false
719,true
724,false
726,false
720,true
725,true
727,false
728,true
730,false
733,false
732,false
731,false
734,false
729,true
735,false
