question_id,answer
4,false
6,false
7,false
2,true
10,true
1,true
9,true
8,true
5,true
3,true
22,true
26,false
16,false
20,true
13,true
15,true
12,true
11,true
21,true
19,false
25,true
23,true
14,false
18,true
24,false
17,true
34,false
28,true
31,false
30,true
27,false
33,false
32,true
35,true
38,true
29,true
36,false
37,true
39,true
40,true
42,false
41,true
44,true
43,false
45,true
46,true
54,false
51,false
52,true
53,false
49,false
47,true
48,true
50,true
55,false
57,true
56,false
58,true
60,false
61,true
66,true
63,true
64,true
68,false
65,true
69,true
62,true
59,true
67,false
70,true
73,false
71,false
72,false
74,true
75,true
78,false
76,true
80,false
77,false
84,false
82,true
79,false
81,true
83,false
86,true
87,true
85,false
88,false
91,false
89,false
90,false
92,false
94,false
96,true
98,false
93,false
99,true
95,false
100,true
97,false
103,true
114,true
102,false
113,false
105,false
109,false
108,true
111,false
110,false
106,false
112,false
107,true
101,false
104,true
116,false
115,true
117,false
121,false
125,false
120,true
126,true
119,false
129,false
130,false
118,true
123,false
128,true
127,true
124,false
131,false
132,true
134,true
139,true
138,true
135,false
141,true
136,true
140,true
137,false
142,false
144,false
133,true
145,true
147,true
143,false
122,true
150,false
155,false
151,false
149,true
152,false
153,false
154,false
146,true
148,false
157,true
161,false
160,true
159,true
156,true
167,false
162,false
166,false
169,false
158,false
164,false
168,false
165,false
170,false
171,true
173,true
172,true
175,false
174,false
180,false
181,true
178,true
179,true
183,true
177,false
182,true
184,false
186,false
188,true
185,false
190,false
192,false
189,false
163,true
176,true
191,false
197,true
194,false
196,false
198,true
195,false
199,true
201,false
204,false
200,true
203,true
205,false
206,false
202,true
207,true
209,false
210,false
208,true
211,true
212,true
214,false
213,true
215,true
219,true
216,false
218,true
220,true
217,true
222,false
221,false
187,true
225,false
224,true
226,false
227,false
228,false
223,true
230,false
229,true
233,true
232,false
236,false
237,true
231,true
234,true
193,false
235,true
240,true
239,true
241,false
243,true
238,false
242,true
244,true
245,true
246,true
251,false
247,false
253,true
252,false
254,true
249,false
250,true
255,true
258,true
257,true
259,true
260,true
261,true
256,true
262,false
264,false
268,false
263,false
265,false
269,false
266,true
270,true
267,true
271,true
272,false
275,false
248,true
281,false
277,true
276,true
278,true
279,false
274,false
282,true
280,false
286,true
285,false
287,false
284,true
273,true
283,false
288,true
292,false
290,false
293,true
289,true
296,true
297,true
300,false
295,true
299,false
301,false
303,false
294,true
291,true
302,true
304,false
298,false
305,false
307,false
309,true
306,false
310,true
308,true
315,false
314,true
313,true
312,false
311,true
317,true
316,false
318,true
320,true
321,true
326,true
323,true
319,true
324,true
325,false
322,true
327,false
329,false
334,true
328,false
333,true
332,true
330,true
335,false
331,true
337,true
336,true
338,true
339,true
340,false
341,true
343,true
344,true
342,true
345,true
347,true
346,false
350,true
348,true
351,true
352,true
349,true
353,true
354,true
356,true
361,true
360,true
355,true
357,true
358,true
359,true
362,false
363,true
365,true
364,true
368,true
367,false
369,false
366,true
374,true
370,true
376,true
372,true
375,true
373,true
378,true
371,false
377,true
381,true
379,false
380,true
382,false
384,true
389,true
383,true
385,true
386,false
387,true
388,false
390,false
393,true
392,true
391,true
396,true
395,false
394,true
397,true
401,true
400,true
399,false
398,true
402,false
404,true
406,true
405,true
408,true
403,true
407,true
409,true
410,true
411,true
417,false
413,true
412,false
415,false
416,false
421,true
418,true
419,false
420,true
414,true
422,true
425,false
427,true
424,true
426,true
428,true
423,false
431,true
430,true
429,true
432,true
433,true
435,true
437,true
436,true
440,true
438,true
439,true
441,false
442,true
444,false
443,true
445,false
447,true
434,true
448,false
446,false
454,false
455,false
453,false
450,false
449,true
451,false
452,false
457,true
456,true
458,true
459,false
460,false
461,true
462,false
463,true
464,false
465,true
467,false
466,true
468,true
470,false
469,true
472,false
474,true
471,true
473,false
475,true
477,true
481,false
480,true
476,true
483,true
482,true
486,true
478,true
484,false
479,true
488,false
487,false
489,true
485,true
490,true
491,true
492,false
494,true
493,true
496,true
497,false
495,true
499,true
502,true
500,false
501,false
503,true
505,false
506,true
507,true
498,false
504,true
508,false
510,false
509,true
511,true
513,true
516,true
512,true
514,true
517,true
518,true
515,true
521,true
519,true
520,true
522,true
525,true
523,true
526,false
524,true
527,false
529,true
528,true
531,false
532,true
536,false
533,true
534,false
537,false
535,false
539,false
542,true
538,true
541,true
543,true
544,true
546,false
540,false
547,true
549,true
545,true
548,true
553,true
552,true
551,false
554,false
556,true
558,true
557,false
561,true
560,true
564,true
562,false
530,true
565,false
563,true
570,true
559,false
568,true
555,true
566,true
571,true
569,true
567,true
572,false
573,false
574,false
576,false
550,false
578,true
579,false
575,false
577,true
580,true
581,false
582,true
585,false
586,true
584,false
583,false
587,true
589,false
590,false
588,true
594,false
598,false
597,false
596,true
592,false
593,false
595,true
591,false
599,false
602,true
600,true
601,false
605,false
606,false
610,true
603,false
607,true
609,true
608,false
604,false
612,true
613,false
611,false
614,false
618,true
616,true
617,false
615,true
619,false
620,true
625,false
623,false
624,false
626,false
622,false
629,false
630,false
621,false
628,true
627,false
631,false
633,false
634,false
632,false
635,false
636,false
639,false
641,true
640,true
637,false
638,true
646,false
643,false
645,false
644,false
647,false
649,true
648,true
651,false
652,false
653,false
655,false
642,false
650,false
658,false
659,false
657,false
660,false
656,true
654,false
661,false
664,true
662,true
663,false
665,true
666,false
668,true
669,true
672,false
670,false
667,false
675,true
674,true
677,false
676,true
671,false
682,false
681,false
678,false
679,false
683,true
684,false
685,false
680,false
687,false
688,false
689,false
686,false
691,false
695,false
690,false
693,true
694,true
692,false
699,true
697,false
698,false
702,true
696,false
701,false
700,false
704,false
705,true
703,true
709,false
673,false
706,false
710,false
707,true
711,false
708,true
712,true
714,false
713,true
715,true
717,false
716,true
720,true
718,true
721,false
722,false
723,false
719,true
724,false
725,true
728,true
726,false
730,false
729,false
727,false
731,false
732,false
735,false
734,false
733,false
