question_id,answer
5,true
6,false
4,false
9,true
2,true
8,true
10,true
7,false
1,true
3,true
11,true
17,true
12,true
19,false
25,true
13,true
22,true
18,true
26,false
15,true
24,false
16,false
14,false
20,true
21,true
23,true
27,false
30,true
36,false
33,false
35,true
34,false
32,true
38,true
37,true
29,true
39,true
28,true
41,true
42,false
40,true
44,true
48,true
49,false
47,true
51,false
45,true
43,true
52,true
53,true
55,true
54,true
56,false
46,true
50,true
57,true
60,false
62,true
31,true
59,true
61,true
63,true
64,true
65,true
67,false
68,false
58,true
70,true
71,false
66,true
72,false
82,true
69,true
75,true
81,true
77,false
76,true
79,false
86,true
80,false
73,false
74,true
78,false
83,false
84,false
85,false
87,true
97,false
96,true
93,false
91,false
92,false
88,false
89,false
94,true
99,true
95,true
100,true
98,false
90,false
102,false
106,false
116,false
112,false
105,false
101,false
109,false
108,true
111,false
107,true
114,true
113,false
104,true
115,true
103,true
120,true
119,false
118,true
123,false
121,false
122,true
124,false
117,false
126,true
127,true
129,false
131,true
128,true
125,false
130,false
110,false
135,false
132,true
133,true
134,true
141,true
140,true
137,false
136,true
138,true
142,false
144,false
143,false
139,true
145,true
151,false
149,true
150,false
146,true
148,false
152,false
155,false
154,false
153,false
147,true
157,true
156,true
158,false
159,true
160,true
161,false
169,false
162,false
166,false
164,false
167,false
168,false
163,true
171,true
165,false
170,true
174,false
173,true
176,true
175,false
177,true
179,true
178,true
185,false
180,true
182,true
187,true
186,false
181,true
184,true
172,true
189,false
188,true
190,false
192,false
191,false
193,false
196,false
195,false
194,false
197,true
202,true
204,false
198,true
201,false
203,true
199,true
200,true
205,false
206,false
207,true
212,true
211,true
210,true
208,true
209,false
215,true
213,true
218,true
214,true
216,false
217,true
221,false
220,true
222,false
223,true
225,false
224,true
228,false
227,false
229,true
219,true
230,false
232,false
233,true
226,false
231,true
234,true
236,false
235,true
237,true
238,false
239,true
240,false
241,false
243,true
242,true
245,true
247,false
251,false
248,true
244,true
252,false
249,false
246,true
250,true
254,true
253,false
256,true
255,true
258,true
257,true
263,false
259,true
260,true
261,true
265,false
262,false
266,true
264,false
267,true
268,false
270,true
269,false
183,true
272,false
271,true
273,true
280,false
275,true
276,true
281,false
282,true
277,true
283,false
274,false
284,true
278,true
279,true
286,true
285,false
287,false
288,true
291,true
290,false
292,false
289,true
296,true
294,true
295,true
297,true
298,true
300,false
301,false
293,true
299,false
302,true
303,false
305,true
307,false
306,false
304,false
308,true
310,true
309,true
311,true
314,true
312,true
313,true
315,false
317,true
319,true
316,false
320,true
322,true
321,false
318,true
324,true
327,false
326,true
325,true
323,true
328,false
331,true
329,false
330,true
335,false
336,true
333,true
334,true
338,true
337,true
332,true
339,true
343,true
342,true
340,true
341,true
345,true
347,true
346,false
344,true
353,true
350,true
348,true
352,true
354,true
349,true
351,true
357,true
356,true
355,true
358,true
359,true
360,true
362,false
363,true
367,false
364,true
365,true
366,true
369,false
370,true
368,true
372,true
376,true
374,true
371,false
373,true
375,true
377,true
361,true
379,false
380,true
385,true
378,true
382,false
381,true
383,true
384,true
386,true
387,true
388,false
389,true
390,false
392,true
391,true
393,true
394,true
395,false
398,true
396,true
397,true
402,false
400,true
404,false
406,true
401,true
403,true
405,true
410,true
407,true
408,true
409,true
413,true
411,true
412,false
414,true
416,false
415,false
417,false
418,true
419,false
421,true
424,true
420,true
422,true
425,false
423,false
428,true
426,true
429,true
427,true
430,true
431,true
433,true
432,true
434,true
436,true
441,false
439,true
437,true
438,true
440,true
442,true
443,true
435,true
444,false
399,false
445,false
448,false
446,false
449,true
447,true
450,false
453,false
452,false
457,true
456,true
451,false
455,false
454,false
458,true
460,false
461,true
459,false
463,true
465,true
462,false
464,false
467,true
470,false
468,true
466,true
472,false
471,true
473,false
469,true
474,true
475,true
476,true
477,true
478,true
479,true
481,false
486,true
480,true
482,true
484,false
485,true
487,false
483,true
489,true
490,true
488,false
492,false
493,true
495,true
494,true
498,false
497,false
500,false
496,true
501,false
503,true
499,false
505,false
502,true
507,true
506,true
510,false
504,true
509,true
508,true
511,true
513,true
516,true
512,true
517,true
515,true
514,false
491,true
519,true
521,true
518,true
520,true
522,true
526,true
527,false
525,true
523,true
528,true
524,true
529,true
530,true
534,false
531,true
532,true
533,true
537,false
536,false
538,true
540,false
542,true
543,false
535,false
539,false
541,true
545,true
548,true
547,true
546,true
551,false
550,true
544,true
549,true
552,true
554,false
553,true
556,true
558,true
555,true
557,false
560,true
559,false
562,false
565,true
563,true
566,true
561,true
564,true
568,true
569,true
574,false
567,true
571,true
573,false
576,false
580,true
572,false
578,true
579,false
575,false
570,true
583,false
577,true
581,false
589,false
584,false
591,false
590,false
593,false
588,true
592,false
585,false
586,true
587,true
594,false
582,true
596,true
597,false
595,true
598,false
600,true
602,true
604,false
601,false
599,false
607,true
603,false
608,false
605,false
609,true
610,true
611,false
612,true
606,false
613,false
614,false
615,true
618,true
622,false
616,true
617,false
624,false
619,false
621,false
623,false
627,false
628,true
625,false
620,true
626,false
630,false
633,false
635,false
629,false
632,false
634,false
631,true
637,false
638,false
636,false
640,true
644,false
639,false
642,false
643,false
641,true
646,false
647,false
645,false
650,false
652,false
649,true
651,false
653,false
654,false
648,true
656,true
658,false
659,false
660,false
661,false
655,false
662,true
663,false
665,true
664,true
666,true
667,false
669,true
670,false
668,true
671,false
673,false
672,false
674,false
677,false
675,true
676,false
657,false
679,false
683,true
680,true
678,false
681,false
684,false
688,false
685,false
686,false
687,false
689,false
690,false
694,true
692,false
693,true
697,false
695,false
698,false
691,false
701,false
702,true
699,true
682,false
703,true
704,false
700,false
706,false
707,true
708,true
705,true
710,true
715,true
696,false
714,false
711,false
709,false
713,true
716,true
712,true
718,true
717,false
719,true
721,false
723,false
722,false
720,true
727,false
724,false
725,true
730,false
728,true
731,false
732,false
729,true
726,false
734,false
733,false
735,false
