question_id,answer
11,false
10,true
1,true
2,true
3,true
8,true
9,true
5,true
6,false
7,false
14,false
13,true
15,true
16,false
4,false
17,true
12,true
25,true
27,false
21,true
23,true
29,true
18,true
28,true
20,true
19,false
30,true
26,true
31,true
22,true
24,false
33,true
32,true
36,false
35,true
37,true
34,true
38,true
40,true
41,true
42,true
39,true
47,true
49,false
43,true
46,true
44,true
48,true
52,true
50,true
53,true
51,false
54,true
55,true
58,true
57,true
59,true
56,true
62,true
63,true
61,true
60,false
65,true
66,true
64,true
68,false
67,false
70,true
73,true
71,false
69,true
74,true
72,false
75,false
45,true
76,true
77,false
82,true
78,false
79,false
83,false
87,true
80,false
86,true
84,false
85,false
81,true
91,false
90,false
93,false
89,false
88,false
99,true
95,true
94,false
101,false
98,false
100,true
102,false
97,false
103,true
92,false
105,false
104,false
106,false
96,true
109,true
107,true
115,true
108,true
111,false
110,false
114,true
113,true
112,false
118,true
119,false
120,true
116,false
117,true
121,false
124,true
122,true
128,true
129,false
125,true
130,false
126,true
131,true
123,false
127,true
136,false
135,true
133,true
138,true
140,true
139,true
132,true
134,true
141,true
137,true
143,false
145,true
146,true
142,false
144,false
157,true
147,true
148,false
149,true
150,false
155,false
152,true
156,true
154,false
158,true
159,true
151,false
160,true
153,false
162,false
161,false
163,true
164,false
165,false
167,false
171,true
170,true
173,true
168,false
172,true
174,true
169,true
176,true
166,false
178,false
177,false
175,false
179,true
181,true
182,true
180,true
187,true
186,true
183,true
188,true
191,false
190,false
184,true
185,true
194,false
196,true
197,true
198,true
192,false
189,true
193,false
195,false
200,true
207,true
204,true
201,false
199,true
206,true
205,false
209,false
210,false
208,true
203,true
202,true
211,true
212,true
213,true
214,true
218,true
222,false
228,true
217,true
219,true
227,true
215,true
220,true
221,false
216,false
226,false
229,true
230,false
224,true
225,false
231,true
232,false
233,true
235,true
239,true
237,true
236,false
238,true
240,true
234,true
243,true
241,true
242,true
245,true
246,true
223,true
250,true
247,false
249,false
248,true
251,true
253,true
244,true
258,true
252,false
254,true
255,true
256,true
260,true
261,true
259,true
257,true
262,false
266,true
264,false
269,false
272,false
270,true
267,true
263,false
271,true
268,true
265,false
275,true
276,false
274,true
277,true
281,true
279,false
278,true
283,false
288,true
280,true
282,true
284,false
285,false
273,true
287,false
286,true
289,true
290,false
291,true
292,true
294,false
295,true
293,true
296,true
297,true
303,true
298,true
305,true
302,true
306,true
304,false
299,false
301,true
307,false
310,true
316,true
312,false
313,true
314,true
309,true
311,true
315,false
317,true
320,true
321,true
319,true
322,true
318,true
330,true
324,true
328,true
308,true
329,true
331,true
323,true
332,true
327,false
333,true
326,true
325,true
300,true
334,true
335,false
339,true
341,true
336,false
337,true
343,false
340,true
344,true
347,true
346,false
342,true
345,true
348,true
349,true
338,true
351,true
350,true
354,true
358,true
356,true
353,true
355,true
359,true
352,true
361,true
357,true
363,true
360,true
362,true
365,true
366,true
370,true
375,true
367,false
377,true
369,true
371,true
368,true
372,true
364,true
376,false
373,true
378,true
374,true
381,true
380,true
382,true
379,false
387,true
388,false
383,true
389,true
384,true
390,true
385,true
386,true
392,true
391,true
394,true
397,true
396,false
395,false
398,true
401,true
400,true
393,true
399,false
403,true
404,true
405,true
402,false
408,false
407,true
409,true
406,true
412,true
415,false
410,true
411,true
414,true
417,false
420,true
416,false
413,true
421,true
424,true
425,false
418,true
419,false
422,true
423,true
429,true
431,true
426,true
430,true
428,false
427,true
433,true
435,false
434,true
437,true
432,true
436,true
440,true
438,true
439,false
445,false
446,false
442,true
443,true
441,false
444,false
449,false
448,false
453,true
451,false
450,false
447,true
452,false
454,false
457,true
455,false
456,true
458,true
459,true
461,true
460,false
462,false
467,false
463,true
466,true
464,false
469,true
468,true
465,true
471,true
477,true
472,false
470,false
473,false
475,true
476,true
474,true
478,true
479,true
481,false
480,true
486,true
483,true
482,true
485,true
488,false
484,true
489,true
487,true
495,true
491,true
493,true
492,true
494,true
490,true
496,true
497,false
499,true
500,false
498,false
501,false
502,true
503,true
505,false
508,true
504,true
506,true
507,true
512,true
513,true
515,true
510,false
509,true
511,true
517,true
514,true
516,true
519,true
518,true
522,true
528,true
524,true
525,true
521,true
523,true
526,true
530,true
529,true
533,true
531,true
532,true
534,false
527,false
537,true
535,false
540,false
538,true
542,true
539,false
541,true
543,true
544,true
547,true
546,true
545,true
549,true
536,false
548,true
550,false
552,true
551,true
553,true
554,false
556,true
557,true
555,true
562,false
559,false
561,true
563,true
564,true
558,true
565,false
566,true
560,true
567,true
568,true
569,true
572,false
571,true
570,true
577,true
574,true
575,false
576,true
579,false
573,false
581,true
578,true
583,false
582,true
584,false
587,true
589,false
580,true
591,true
586,true
590,false
588,true
585,false
594,true
593,true
597,false
595,true
596,true
520,true
592,false
598,true
606,true
599,false
604,false
602,true
600,false
605,false
603,false
601,true
608,false
610,true
612,true
617,true
609,true
607,true
618,false
615,true
613,true
619,false
614,true
621,false
622,false
623,true
616,true
620,true
625,false
624,false
629,false
627,false
631,false
632,false
637,true
634,false
630,false
633,false
635,false
636,false
638,false
628,true
626,false
611,false
640,true
639,false
641,true
645,false
643,true
648,true
644,false
649,true
647,true
646,false
651,false
642,false
652,false
650,false
654,true
655,false
657,false
653,false
658,true
659,false
660,true
663,false
667,false
662,true
661,true
664,true
666,true
669,true
665,true
670,false
672,false
673,false
671,false
675,true
674,true
668,true
676,false
678,false
677,true
679,true
680,true
682,false
681,true
684,false
683,true
688,false
687,true
686,false
689,true
690,false
692,false
685,false
693,true
694,true
696,false
695,false
691,false
656,true
697,false
700,false
699,true
702,true
707,true
704,false
698,true
706,true
705,true
703,true
708,true
709,true
710,true
714,true
701,false
711,true
715,true
713,true
716,true
712,false
717,true
719,true
720,true
722,true
721,false
724,false
726,false
723,false
725,true
730,false
727,false
733,true
731,false
732,false
734,true
735,false
729,true
718,true
728,true
